participant,expectancy,owner,rt,accuracy
P1,none,self,563.5730399812046,1
P1,none,friend,408.48417391699536,1
P1,none,friend,590.0124698792812,1
P1,none,friend,468.039710389945,0
P1,none,friend,649.3490096669736,1
P1,none,friend,577.1199759475,1
P1,none,friend,538.5374406508577,1
P1,none,friend,511.3200279612287,1
P1,none,friend,634.5654609988959,1
P1,none,friend,608.5058554226799,1
P1,none,friend,562.0944877759086,1
P1,none,friend,409.1893291792261,1
P1,none,friend,608.7131080566866,1
P1,none,friend,528.9179811121247,1
P1,none,friend,564.3527270254874,1
P1,none,friend,519.9915477979137,1
P1,none,friend,558.0230208926736,1
P1,none,friend,342.9548871400881,1
P1,none,friend,626.3670131070932,1
P1,none,friend,534.281003854124,1
P1,none,friend,566.0409899902832,1
P1,none,friend,516.089195913588,1
P1,none,friend,600.4767824552789,1
P1,none,friend,510.0801346273431,1
P1,none,friend,446.5578686565088,1
P1,none,friend,552.7900576839228,1
P1,none,friend,380.30603867298606,1
P1,none,friend,448.3552642184303,1
P1,none,friend,545.8021188608895,1
P1,none,friend,741.0685087852414,1
P1,none,friend,493.76320920108446,1
P1,none,friend,591.0595166688914,0
P1,none,friend,632.7306857419807,1
P1,none,friend,399.9939726004734,1
P1,none,friend,564.4339539431724,1
P1,none,friend,225.57148773806563,1
P1,none,friend,609.3164060442161,1
P1,none,friend,396.57211102657715,1
P1,none,friend,412.73551130388125,1
P1,none,friend,205.0,1
P1,none,friend,440.43287627069094,1
P1,none,friend,590.4187457671186,1
P1,none,friend,538.4284218497013,1
P1,none,friend,468.27653652029755,1
P1,none,friend,365.30911089320136,1
P1,none,friend,410.53970884927213,0
P1,none,friend,648.9103437562436,1
P1,none,friend,451.7598122798775,1
P1,none,friend,519.1376142473498,0
P1,none,friend,303.68579990207854,1
P1,none,friend,666.2177011447001,1
P1,none,friend,640.3782229358255,0
P1,none,friend,476.32086568746683,1
P1,none,friend,425.3440459093095,1
P1,none,friend,345.61384054137676,0
P1,none,friend,528.6582198477046,1
P1,none,friend,384.3498139408466,1
P1,none,friend,324.3064640624188,1
P1,none,friend,536.651231498034,0
P1,none,friend,774.6501097967339,1
P1,none,friend,549.70154349132,1
P1,none,friend,471.0943329211173,1
P1,none,friend,371.40605690528713,1
P1,none,friend,635.4315006140769,1
P1,none,friend,446.24178687963644,1
P1,none,friend,532.9763211494476,0
P1,none,friend,470.87102237260797,1
P1,none,friend,626.648981709629,1
P1,none,friend,497.35884838310506,1
P1,none,friend,518.8308383859389,1
P1,none,friend,338.51856766264325,1
P1,none,friend,486.1965518332173,1
P1,none,friend,861.9917954586462,1
P1,none,friend,541.9332097369795,1
P1,none,friend,644.0791664293793,0
P1,none,friend,416.1355738588831,1
P1,none,friend,648.7875337519158,1
P1,none,friend,439.6493389805645,1
P1,none,friend,402.0903928201086,0
P1,none,friend,670.6866579590242,0
P1,none,friend,548.7647836331787,1
P1,none,friend,580.8049266918722,1
P1,none,friend,408.5493877724894,1
P1,none,friend,531.2865834922644,0
P1,none,friend,504.329679546471,1
P1,none,friend,668.682267526041,1
P1,none,friend,564.5477160027971,1
P1,none,friend,438.58768555994993,1
P1,none,friend,415.68131520055414,1
P1,none,friend,701.8720412648102,1
P1,none,friend,607.4399262470642,1
P1,none,friend,439.82235982358816,1
P1,none,friend,547.8965768577158,1
P1,none,friend,616.160726939382,1
P1,none,friend,571.02287223783,0
P1,none,friend,327.7936019491471,1
P1,none,friend,485.1613450185982,0
P1,none,friend,605.4611295730418,1
P1,none,friend,761.1799737532679,1
P1,none,friend,431.9283104363304,1
P1,none,friend,563.8227573616705,0
P1,none,friend,455.62914342059156,1
P1,none,friend,472.3093795387016,1
P1,none,friend,766.9584027933431,0
P1,none,friend,475.9154765197809,1
P1,none,friend,582.6896504321538,1
P1,none,friend,237.27882049060184,0
P1,none,friend,552.4035846887558,1
P1,none,friend,535.8163073994988,1
P1,none,friend,599.209399904682,1
P1,none,friend,625.464089067031,1
P1,none,friend,593.8524341939591,1
P1,none,friend,775.9564553767594,1
P2,none,self,487.6968829795101,1
P2,none,self,506.2115105738668,1
P2,none,self,376.2091077755489,0
P2,none,self,341.995893355538,0
P2,none,self,503.00432613687576,1
P2,none,self,484.9761773103069,1
P2,none,self,688.0136592056692,1
P2,none,self,433.35535165353775,1
P2,none,self,660.8547430281661,1
P2,none,self,642.1134909185389,1
P2,none,self,591.2187159434976,1
P2,none,self,555.5607442698454,1
P2,none,self,522.1868686761939,1
P2,none,self,603.2319878030593,1
P2,none,self,447.165532838431,1
P2,none,self,453.1508475124979,1
P2,none,self,627.1007628249803,1
P2,none,self,458.526670500492,1
P2,none,self,604.1910133146498,1
P2,none,self,575.3387804984263,1
P2,none,self,488.8550987076586,1
P2,none,self,686.8751575485019,1
P2,none,self,507.41131621527853,1
P2,none,self,403.3325679222439,1
P2,none,self,648.586593691987,1
P2,none,self,635.9719584673919,1
P2,none,self,531.1017304917732,0
P2,none,self,336.60133945361525,0
P2,none,self,528.5518023047625,1
P2,none,self,455.69128028012176,1
P2,none,self,504.41624661762205,1
P2,none,self,292.4578646310555,1
P2,none,self,478.1475401702739,1
P2,none,self,722.58052978612,1
P2,none,self,541.5934874708246,0
P2,none,self,594.7132835498699,1
P2,none,self,539.2479223378039,1
P2,none,self,463.8269080740699,1
P2,none,self,439.10656016970387,0
P2,none,self,600.018651999876,1
P2,none,self,681.4329763041595,1
P2,none,self,567.4097958877164,1
P2,none,self,585.2054480646802,1
P2,none,self,526.8854129653038,1
P2,none,self,293.9589800813327,1
P2,none,self,377.56231837559966,1
P2,none,self,667.5170918745716,1
P2,none,self,282.8575671628362,1
P2,none,self,399.9127571722896,1
P2,none,self,351.3160369839603,1
P2,none,self,610.1116304221413,1
P2,none,self,700.8634880040856,1
P2,none,self,448.62090702349633,1
P2,none,self,574.7733624693498,1
P2,none,self,585.0974578653788,0
P2,none,self,476.3149067547947,1
P2,none,self,348.9100191048876,1
P2,none,self,547.9609001373647,1
P2,none,self,566.8903253673044,1
P2,none,self,603.6512075223263,1
P2,none,self,305.66561935024936,1
P2,none,self,673.8343709308404,1
P2,none,self,608.2892273610693,1
P2,none,self,264.6895041072381,1
P2,none,self,615.8120815596031,1
P2,none,self,649.3611030976601,1
P2,none,self,400.6347880320156,1
P2,none,self,620.604658927232,1
P2,none,self,332.0984483372435,0
P2,none,self,399.96142493646084,1
P2,none,self,552.4990695203044,1
P2,none,self,418.0243294900456,1
P2,none,self,632.688123645078,1
P2,none,self,406.2016548971878,1
P2,none,self,758.8835101106396,0
P2,none,self,442.1839608578632,1
P2,none,self,583.3250632821325,1
P2,none,self,258.64772560345403,1
P2,none,self,737.4461715294134,0
P2,none,self,640.4052046267768,1
P2,none,self,556.1523680533753,1
P2,none,self,456.91975847289393,1
P2,none,self,532.5295352057092,1
P2,none,self,565.7160345273895,0
P2,none,self,568.1968482606569,1
P2,none,self,563.8832450631706,1
P2,none,self,547.5638735986471,1
P2,none,self,537.8436103883654,0
P2,none,self,634.4074184674482,0
P2,none,self,382.8808002583152,1
P2,none,self,429.02220152557516,1
P2,none,self,719.0987741665987,1
P2,none,self,545.692311142407,1
P2,none,self,683.7515677994998,1
P2,none,self,373.2902374470315,1
P2,none,self,461.6726242925852,1
P2,none,self,311.2239734559387,1
P2,none,self,442.4643949849824,1
P2,none,self,469.22503739922064,1
P2,none,self,636.1251008166336,1
P2,none,self,598.5893204216597,1
P2,none,self,599.9517926895012,1
P2,none,self,475.04978981719614,1
P2,none,self,647.2749920835446,1
P2,none,self,545.4799788989897,1
P2,none,self,428.1865513861563,1
P2,none,self,526.7780770888869,1
P2,none,self,418.40465484211137,1
P2,none,self,596.6350301385794,1
P2,none,self,283.07671010733554,1
P2,none,self,517.7792683061881,1
P2,none,self,569.0020921754434,1
P2,none,friend,738.4151200344468,1
P2,none,friend,381.3455070494002,1
P2,none,friend,527.6900054360547,1
P2,none,friend,411.0439624444133,1
P2,none,friend,494.6821300149449,0
P2,none,friend,451.8980221974413,0
P2,none,friend,531.2180800682821,1
P2,none,friend,337.571476459545,1
P2,none,friend,731.55391510242,1
P2,none,friend,493.7190123878258,1
P2,none,friend,312.0364647105654,1
P2,none,friend,504.4048012445519,0
P2,none,friend,492.8074103184363,0
P2,none,friend,402.66653390597617,1
P2,none,friend,541.160092241639,1
P2,none,friend,347.5903898053605,1
P2,none,friend,669.3857256326721,1
P2,none,friend,455.2986614337687,1
P2,none,friend,393.50059881763775,1
P2,none,friend,636.1014024674041,1
P2,none,friend,474.9450442963287,1
P2,none,friend,735.7212297011882,0
P2,none,friend,293.5788791295838,0
P2,none,friend,403.0468326346175,1
P2,none,friend,476.49516644535464,1
P2,none,friend,384.48787083264347,1
P2,none,friend,395.3119481480053,1
P2,none,friend,460.74705563978193,1
P2,none,friend,771.1163428807323,1
P2,none,friend,515.2511316981349,1
P2,none,friend,614.9540515954072,1
P2,none,friend,594.5419301019217,1
P2,none,friend,631.9147988361465,1
P2,none,friend,451.5042595433117,1
P2,none,friend,330.31709388843876,1
P2,none,friend,331.0443228066575,1
P2,none,friend,498.10466397463654,1
P2,none,friend,402.4132134086545,1
P2,none,friend,418.28500446691106,0
P2,none,friend,455.92680879559475,1
P2,none,friend,708.9610348465683,1
P2,none,friend,443.87195448634094,1
P2,none,friend,684.6410873624336,1
P2,none,friend,369.7560760422107,1
P2,none,friend,445.8724724232895,1
P2,none,friend,335.93032798791756,1
P2,none,friend,432.7483900388013,1
P2,none,friend,375.6367886210006,1
P2,none,friend,482.64155219356536,1
P2,none,friend,770.4315159533405,0
P2,none,friend,438.49883785288625,1
P2,none,friend,422.743767899868,1
P2,none,friend,490.8558270128401,1
P2,none,friend,469.7508273643162,1
P2,none,friend,459.4480086506047,1
P2,none,friend,434.2475398842832,1
P2,none,friend,402.8285925800876,1
P2,none,friend,370.4387598434563,1
P2,none,friend,522.1230295878238,1
P2,none,friend,620.9711428826993,1
P2,none,friend,570.0235386775871,1
P2,none,friend,286.0304248233517,1
P2,none,friend,598.5983357713443,1
P2,none,friend,345.60499609612674,1
P2,none,friend,774.5845076326152,1
P2,none,friend,517.4253577736673,1
P2,none,friend,700.6634668048532,0
P2,none,friend,476.45998266552164,1
P2,none,friend,652.6566612911515,1
P2,none,friend,637.6042676433979,1
P2,none,friend,300.4141972776086,1
P2,none,friend,248.7159363157686,1
P2,none,friend,377.70269722631247,1
P2,none,friend,375.4283535187543,1
P2,none,friend,406.8136363674863,0
P2,none,friend,358.5957373409187,1
P2,none,friend,402.6176238988581,1
P2,none,friend,597.3171048205024,1
P2,none,friend,297.12127155790506,1
P2,none,friend,625.3901065840898,1
P2,none,friend,471.351141674873,1
P2,none,friend,711.8146632351418,1
P2,none,friend,518.3275017928585,1
P2,none,friend,258.64503277800895,0
P2,none,friend,624.7623429176806,1
P2,none,friend,565.8957504083693,0
P2,none,friend,696.2264792663461,1
P2,none,friend,537.9423308808142,1
P2,none,friend,515.9183986524745,1
P2,none,friend,450.36982192310813,0
P2,none,friend,337.096714791177,1
P2,none,friend,386.69616944815954,1
P2,none,friend,606.6980648817336,1
P2,none,friend,433.36182575060286,1
P2,none,friend,415.7122675733082,0
P2,none,friend,391.5035404930296,1
P2,none,friend,663.846996518613,0
P2,none,friend,489.0370002961899,1
P2,none,friend,757.469884428473,0
P2,none,friend,540.8151929187724,1
P2,none,friend,576.1054967070145,1
P2,none,friend,617.3045462548525,1
P2,none,friend,460.22452365497435,1
P2,none,friend,389.64669519384887,1
P2,none,friend,613.5303803400809,1
P2,none,friend,484.6333432079972,1
P2,none,friend,532.7104371835035,1
P2,none,friend,616.4965807987045,1
P2,none,friend,319.6350433500711,0
P2,none,friend,507.6304423994997,1
P2,none,friend,629.7308913049237,1
P2,none,friend,361.97318843225173,1
P3,none,self,500.00175529656826,1
P3,none,self,740.9838558957128,1
P3,none,self,386.89383991827776,1
P3,none,self,337.9128148165048,1
P3,none,self,543.4494330992693,1
P3,none,self,581.8282709259448,1
P3,none,self,387.7940587144079,1
P3,none,self,461.82366586076944,1
P3,none,self,502.1539661620105,1
P3,none,self,836.8188470712596,1
P3,none,self,239.40877428852943,1
P3,none,self,628.0638648628467,1
P3,none,self,335.16517671730855,1
P3,none,self,541.1336273066141,1
P3,none,self,418.5455875084745,1
P3,none,self,549.0509197647398,1
P3,none,self,504.38025586449623,1
P3,none,self,385.69338712145196,1
P3,none,self,473.7450447773059,1
P3,none,self,451.3016824483172,1
P3,none,self,415.6121527526656,1
P3,none,self,698.7456937599027,1
P3,none,self,469.6519424271195,1
P3,none,self,480.0530400209258,1
P3,none,self,260.82091645437777,1
P3,none,self,393.35837838279656,1
P3,none,self,628.9392860266669,1
P3,none,self,561.7627237996861,1
P3,none,self,349.136051586427,0
P3,none,self,410.2774087484965,1
P3,none,self,394.5431120275368,1
P3,none,self,543.4063469459154,1
P3,none,self,277.3018336448498,1
P3,none,self,419.54046628183835,0
P3,none,self,521.2471409481384,1
P3,none,self,425.2998989733046,1
P3,none,self,462.82952168513725,0
P3,none,self,339.37016372529854,1
P3,none,self,608.433981445714,1
P3,none,self,426.94808365463336,1
P3,none,self,578.9055850358501,1
P3,none,self,286.1248629927636,1
P3,none,self,364.5790138680905,1
P3,none,self,396.9031717156347,1
P3,none,self,567.9541344349592,1
P3,none,self,560.5689853072379,1
P3,none,self,438.7924172881949,1
P3,none,self,671.0664878061887,1
P3,none,self,590.6069370951,1
P3,none,self,459.7932714404977,1
P3,none,self,757.276560505371,1
P3,none,self,626.85074694594,1
P3,none,self,424.90878594318235,1
P3,none,self,467.69482228928814,1
P3,none,self,432.38666220031763,1
P3,none,self,518.4602602060179,1
P3,none,self,353.13865711313326,1
P3,none,self,511.52063025935234,1
P3,none,self,493.5874089025777,1
P3,none,self,449.6502362640068,1
P3,none,self,510.9333336399366,1
P3,none,self,533.8519320751789,1
P3,none,self,519.2795488812249,1
P3,none,self,545.0274566922467,1
P3,none,self,387.49413343095136,1
P3,none,self,414.3736003657968,1
P3,none,self,593.5026384958088,0
P3,none,self,445.4523974982773,1
P3,none,self,639.0323689559773,1
P3,none,self,385.4076316789147,1
P3,none,self,533.8253955258017,0
P3,none,self,322.9789356155911,1
P3,none,self,385.5168610668362,0
P3,none,self,468.1003601866082,1
P3,none,self,622.8252613819772,1
P3,none,self,442.6432997254342,1
P3,none,self,475.47644268848217,1
P3,none,self,486.84482730139587,1
P3,none,self,519.081040736947,0
P3,none,self,588.9576633959524,1
P3,none,self,589.3953235217502,0
P3,none,self,514.5869940917687,0
P3,none,self,457.3281192637171,1
P3,none,self,287.88309593125575,1
P3,none,self,294.9377574427268,1
P3,none,self,399.5256454500201,1
P3,none,self,578.9067047513529,1
P3,none,self,518.732097128271,1
P3,none,self,475.61926240710835,1
P3,none,self,597.7066487930706,1
P3,none,self,343.3171671814549,1
P3,none,self,435.3210900565255,1
P3,none,self,444.1813771331292,0
P3,none,self,694.7631735836028,1
P3,none,self,533.7823141641602,0
P3,none,self,396.73842968288716,1
P3,none,self,445.31639445760686,1
P3,none,self,484.72238388547913,1
P3,none,self,397.6693011066018,1
P3,none,self,355.55721987291736,1
P3,none,self,318.9747098714736,1
P3,none,self,478.1016165973479,1
P3,none,self,444.83660717594694,1
P3,none,self,403.9257979036348,1
P3,none,self,548.611876329014,1
P3,none,self,297.11858502014263,1
P3,none,self,468.5917286192986,1
P3,none,self,384.94145317112026,0
P3,none,self,678.3529638851219,1
P3,none,self,404.4162647343371,1
P3,none,self,543.417787670496,1
P3,none,self,455.72715450202634,1
P3,none,friend,598.033833574555,1
P3,none,friend,416.7177505422185,0
P3,none,friend,552.9293541827591,1
P3,none,friend,607.6880956176366,1
P3,none,friend,520.4971343751803,0
P3,none,friend,543.6030154656502,1
P3,none,friend,579.9216158232255,1
P3,none,friend,657.7267121468693,1
P3,none,friend,505.1795896508563,1
P3,none,friend,544.3092735183434,1
P3,none,friend,754.5777500528975,0
P3,none,friend,538.8147783191496,1
P3,none,friend,470.04185707509765,0
P3,none,friend,569.3009398562831,1
P3,none,friend,534.9619253186734,1
P3,none,friend,405.0602482640503,1
P3,none,friend,423.57170888936616,0
P3,none,friend,464.6008831336259,1
P3,none,friend,393.1041703559581,1
P3,none,friend,329.578090133023,1
P3,none,friend,375.79469373856847,1
P3,none,friend,455.7762483738211,1
P3,none,friend,437.219544746084,1
P3,none,friend,442.50633832516104,1
P3,none,friend,526.6485710062659,1
P3,none,friend,545.8959318150012,1
P3,none,friend,570.9294997810671,1
P3,none,friend,414.6391316959981,1
P3,none,friend,638.3744733928745,1
P3,none,friend,400.48817240046264,1
P3,none,friend,509.6058030722116,1
P3,none,friend,585.0638424324865,1
P3,none,friend,361.4403203089553,1
P3,none,friend,682.3911164595457,1
P3,none,friend,445.30460617420556,1
P3,none,friend,504.4815266270065,1
P3,none,friend,313.40050226891844,1
P3,none,friend,371.30330210015586,1
P3,none,friend,376.6437222290567,1
P3,none,friend,477.05340894707297,0
P3,none,friend,472.63979929078477,1
P3,none,friend,718.8789848341198,1
P3,none,friend,361.7629069427631,1
P3,none,friend,589.5634615988279,1
P3,none,friend,441.2139622814309,1
P3,none,friend,471.7778521128746,1
P3,none,friend,542.2227995329303,1
P3,none,friend,550.3758987937296,1
P3,none,friend,809.332935012241,1
P3,none,friend,372.3939838343198,1
P3,none,friend,467.9424255321443,1
P3,none,friend,620.8686994665038,1
P3,none,friend,390.9532895316753,1
P3,none,friend,471.44858820478737,0
P3,none,friend,522.2325937828209,1
P3,none,friend,556.1914125412377,1
P3,none,friend,366.4558729345191,0
P3,none,friend,468.0949494149946,1
P3,none,friend,519.660632817882,1
P3,none,friend,488.5361470919439,1
P3,none,friend,536.0157335468498,1
P3,none,friend,712.0560484971297,1
P3,none,friend,443.5703568914864,1
P3,none,friend,489.96111673276124,1
P3,none,friend,450.42596791000494,1
P3,none,friend,535.1649363738219,1
P3,none,friend,431.6699647821843,1
P3,none,friend,641.7765591649829,0
P3,none,friend,480.64903774205123,1
P3,none,friend,476.36821320949184,1
P3,none,friend,497.46790314582825,1
P3,none,friend,293.0740810880982,0
P3,none,friend,450.2765270526393,1
P3,none,friend,404.84830402362104,1
P3,none,friend,363.26696374281846,1
P3,none,friend,355.77372287176183,1
P3,none,friend,389.3423879335294,1
P3,none,friend,485.82185893871076,1
P3,none,friend,526.7347012827541,1
P3,none,friend,636.3982737535603,1
P3,none,friend,410.79124116139747,1
P3,none,friend,693.7924803290083,1
P3,none,friend,580.7679077844408,1
P3,none,friend,482.9463370567914,1
P3,none,friend,376.63769946220935,0
P3,none,friend,349.38606982382197,1
P3,none,friend,476.0308105613055,1
P3,none,friend,510.53836791872146,0
P3,none,friend,426.41472149606864,1
P3,none,friend,655.2318446954753,1
P3,none,friend,519.747868084348,1
P3,none,friend,555.6435903009167,1
P3,none,friend,470.7143906524367,1
P3,none,friend,417.29880997803866,1
P3,none,friend,415.6917288775933,0
P3,none,friend,370.19351617578036,1
P3,none,friend,429.22934588350984,1
P3,none,friend,725.0848515625795,1
P3,none,friend,578.3794148104841,1
P3,none,friend,497.9524860449379,0
P3,none,friend,499.78260655896656,1
P3,none,friend,617.875028676636,1
P3,none,friend,436.85624701291124,1
P3,none,friend,372.386612462891,1
P3,none,friend,449.6650683102312,1
P3,none,friend,518.907682113447,1
P3,none,friend,419.9801484493387,1
P3,none,friend,518.6517667578074,1
P3,none,friend,498.15051896572646,1
P3,none,friend,692.97076405013,1
P3,none,friend,461.55071442526736,1
P3,none,friend,425.52361468914626,1
P4,none,self,470.39970897872075,0
P4,none,self,399.3760563410658,1
P4,none,self,390.67206601801036,1
P4,none,self,405.9117290396942,1
P4,none,self,592.4613104249241,0
P4,none,self,352.3851208690687,1
P4,none,self,707.0566722984745,1
P4,none,self,513.0679403372598,0
P4,none,self,647.829790977917,0
P4,none,self,540.6195797990782,0
P4,none,self,492.3102245327279,1
P4,none,self,500.48317759897907,1
P4,none,self,515.9950734984999,1
P4,none,self,579.2763632170067,1
P4,none,self,440.49285628572903,1
P4,none,self,389.72287140774165,1
P4,none,self,557.8949889540307,0
P4,none,self,456.5973030298271,1
P4,none,self,647.9507778280631,1
P4,none,self,405.246137471512,0
P4,none,self,580.596617591088,1
P4,none,self,629.8821083497428,1
P4,none,self,625.2818949870721,0
P4,none,self,702.8690885304034,0
P4,none,self,334.90856328399093,1
P4,none,self,470.3488698633426,1
P4,none,self,591.0299304937231,1
P4,none,self,549.4741377877207,0
P4,none,self,421.737841564953,0
P4,none,self,403.4158654641733,1
P4,none,self,517.8753059546285,1
P4,none,self,818.8998720092043,0
P4,none,self,566.3841550284525,1
P4,none,self,441.2430520882685,1
P4,none,self,715.4045123005587,1
P4,none,self,469.41934668077175,1
P4,none,self,559.1627058937422,0
P4,none,self,456.1565660598103,1
P4,none,self,356.7986238475801,1
P4,none,self,448.4276479853228,1
P4,none,self,505.1818408124087,1
P4,none,self,507.5719560862051,1
P4,none,self,580.8234196513872,1
P4,none,self,552.8069855090744,0
P4,none,self,637.987340600218,1
P4,none,self,502.51436579323314,1
P4,none,self,596.8083052031153,1
P4,none,self,770.7597253735862,1
P4,none,self,688.4923878047726,1
P4,none,self,584.5718055266492,1
P4,none,self,545.0838837087298,1
P4,none,self,533.1770965896678,1
P4,none,self,503.02232674964176,1
P4,none,self,567.6994577178815,0
P4,none,self,500.80680805698233,0
P4,none,self,463.63909363756136,1
P4,none,self,412.3478097303445,1
P4,none,self,540.7632383631393,0
P4,none,self,348.4170508561064,0
P4,none,self,493.26503723856376,1
P4,none,self,600.9869652784485,1
P4,none,self,485.7873678879974,0
P4,none,self,561.3994979582639,0
P4,none,self,857.8017669816558,1
P4,none,self,681.0242470485613,0
P4,none,self,544.1439035731787,1
P4,none,self,551.906529916585,1
P4,none,self,529.3074505835154,1
P4,none,self,508.368082393788,0
P4,none,self,298.42148703001885,1
P4,none,self,465.9284783271394,1
P4,none,self,539.9789655427415,1
P4,none,self,308.52898813646425,1
P4,none,self,629.9511410636911,1
P4,none,self,480.0394848580533,1
P4,none,self,888.979972382484,1
P4,none,self,469.11446555428546,1
P4,none,self,500.17798503534476,1
P4,none,self,686.3617108186536,1
P4,none,self,536.7904157908144,1
P4,none,self,506.52729916600015,1
P4,none,self,434.6552066107261,0
P4,none,self,566.549090656046,0
P4,none,self,407.4621310188905,1
P4,none,self,306.92763660762114,1
P4,none,self,695.6610206567176,1
P4,none,self,352.66119383307716,1
P4,none,self,452.6751421331671,1
P4,none,self,493.96186413790366,1
P4,none,self,597.53072540479,0
P4,none,self,481.6820379938962,1
P4,none,self,426.7351219630153,1
P4,none,self,722.9103086593708,0
P4,none,self,659.6788447581309,1
P4,none,self,558.2683218384208,1
P4,none,self,714.3066239800349,1
P4,none,self,508.60313508671754,0
P4,none,self,508.9708906325025,1
P4,none,self,439.6896185553506,1
P4,none,self,552.1952871284493,1
P4,none,self,447.1058655144072,1
P4,none,self,436.5913664376072,1
P4,none,self,458.95102654042665,1
P4,none,self,457.41357708600503,0
P4,none,self,578.7295983816412,0
P4,none,self,488.9062539340788,1
P4,none,self,502.31473016121686,1
P4,none,self,661.9411461480925,0
P4,none,self,541.7438794653909,0
P4,none,self,584.6163654693379,0
P4,none,self,494.3351342422044,1
P4,none,self,357.59036279706197,1
P4,none,friend,576.6904409565145,0
P4,none,friend,338.46045662907926,1
P4,none,friend,474.32537420435136,0
P4,none,friend,545.3076799678951,1
P4,none,friend,670.6621453820609,1
P4,none,friend,460.27326476691775,1
P4,none,friend,336.18218418745107,1
P4,none,friend,449.7540800278292,1
P4,none,friend,589.3927563354708,1
P4,none,friend,627.1879746720092,1
P4,none,friend,558.8493642382326,1
P4,none,friend,553.18987155481,1
P4,none,friend,332.1998588407959,1
P4,none,friend,547.6407343856482,0
P4,none,friend,479.15794425179394,1
P4,none,friend,531.508917483962,0
P4,none,friend,700.5928226393266,1
P4,none,friend,414.7402815775587,1
P4,none,friend,613.786178510591,1
P4,none,friend,207.09223920844562,1
