participant,expectancy,owner,rt,accuracy
P1,self,friend,540.0947616956058,1
P1,self,friend,537.877564736021,0
P1,self,friend,526.7910420469514,1
P1,self,friend,544.0494003428119,1
P1,self,friend,457.1459076753892,1
P1,self,friend,606.6941474641029,1
P1,self,friend,532.5796047192024,1
P1,self,friend,621.1882772605767,0
P1,self,friend,424.3927047037762,1
P1,self,friend,551.9216334024676,0
P1,self,friend,376.35962790298134,1
P1,self,friend,519.1900956583963,1
P1,self,friend,332.39519439112917,1
P1,self,friend,393.99511097585014,1
P1,self,friend,397.99330596059633,1
P1,self,friend,437.41691418490905,1
P1,self,friend,582.8011623126976,1
P1,self,friend,405.12651961309604,1
P1,self,friend,503.6864018794414,1
P1,self,friend,572.6818801604985,1
P1,self,friend,467.41427644590146,1
P1,self,friend,509.51630658102596,1
P1,self,friend,309.8918806182594,1
P1,self,friend,500.8250885287327,1
P1,self,friend,467.65287936581547,1
P1,self,friend,574.8003262299771,0
P1,self,friend,544.2241193568335,1
P1,self,friend,569.3471690611138,1
P1,self,friend,364.16772158746886,0
P1,self,friend,598.3626072223342,1
P1,self,friend,447.9064229589448,1
P1,self,friend,524.1353348953659,1
P1,self,friend,472.231425411847,1
P1,self,friend,525.0246016619009,1
P1,self,friend,466.56839660448503,1
P1,self,friend,336.374532806164,1
P1,self,friend,333.4927254850271,1
P1,self,friend,313.723233852156,1
P1,self,friend,573.2378902035664,1
P1,self,friend,465.466049064874,1
P1,self,friend,409.5130279450558,1
P1,self,friend,409.766800259589,1
P1,self,friend,337.01536888580745,1
P1,self,friend,513.8820092918515,1
P1,self,friend,557.2415488522068,1
P1,self,friend,581.6028700375927,1
P1,self,friend,500.8724082900646,1
P1,self,friend,572.2897764973443,1
P1,self,friend,355.52259715792843,1
P1,self,friend,579.7907481342426,1
P1,self,friend,530.5593450633114,1
P1,self,friend,592.3490468684851,1
P1,self,friend,563.692244997046,0
P1,self,friend,419.09686563799676,1
P1,self,friend,543.1509164820593,1
P1,self,friend,509.73631475399935,1
P1,self,friend,553.7185904296963,1
P1,self,friend,511.413964093295,1
P1,self,friend,397.7224484372715,1
P1,self,friend,584.6037712283685,1
P1,self,friend,483.79927695334635,1
P1,self,friend,434.2632709526717,1
P1,self,friend,451.7654299695281,1
P1,self,friend,513.864443440411,1
P1,self,friend,537.3074463373958,1
P1,self,friend,470.4831469881971,1
P1,self,friend,450.30983694769503,0
P1,self,friend,398.6925397385704,1
P1,self,friend,242.18554487897035,1
P1,self,friend,587.5277793540438,1
P1,self,friend,502.8906038607382,0
P1,self,friend,538.8959387098598,1
P1,self,friend,341.15253301938185,1
P1,self,friend,550.8032359372035,1
P1,self,friend,430.87013699043234,1
P1,self,friend,532.4651608047108,1
P1,self,friend,531.5272850351103,1
P1,self,friend,563.6988234249515,1
P1,self,friend,499.2459017681301,1
P1,self,friend,509.40014744223186,1
P1,self,friend,497.6968610303449,1
P1,self,friend,499.21903577117337,1
P1,self,friend,502.4550016691309,1
P1,self,friend,374.05493975438884,1
P1,self,friend,619.3631657556191,1
P1,self,friend,445.7154652190272,1
P1,self,friend,380.45192140169297,1
P1,self,friend,487.6645395698531,1
P1,self,friend,519.6236657343715,1
P1,self,friend,554.1054663007286,1
P1,self,friend,532.4551246464628,1
P1,self,friend,513.2820007842973,1
P1,self,friend,487.4566326500748,1
P1,self,friend,394.2382876942061,1
P1,self,friend,491.2554433973678,1
P1,self,friend,426.60504923489515,1
P1,self,friend,263.01311662822104,1
P1,self,friend,506.66929272643745,1
P1,self,friend,531.6310243447813,1
P1,self,friend,521.4061505089084,1
P1,self,friend,269.8899380836499,1
P1,self,friend,449.80865623433186,1
P1,self,friend,514.3132904702685,1
P1,self,friend,445.0822278620938,1
P1,self,friend,374.15082990747453,1
P1,self,friend,371.5802285484202,1
P1,self,friend,539.8907226671329,1
P1,self,friend,557.6600983486,1
P1,self,friend,297.3306974769708,1
P1,self,friend,560.0452694773892,1
P1,self,friend,575.7606929732724,1
P1,self,friend,527.78208576916,1
P1,self,friend,492.65161379501484,1
P1,self,friend,444.06535700925593,1
P1,self,friend,420.62532248083295,1
P1,self,friend,575.2068118079727,0
P1,self,friend,447.9650660868747,1
P1,self,friend,694.118935601781,1
P1,self,friend,594.1366302426984,1
P1,self,friend,462.321658508542,1
P1,self,friend,509.9707529986416,1
P1,self,friend,506.6948165571598,1
P1,self,friend,442.2212725869617,1
P1,self,friend,459.6794458887118,1
P1,friend,self,517.773033979507,1
P1,friend,self,415.3571357854835,1
P1,friend,self,559.4258609902062,1
P1,friend,self,461.9301585338182,1
P1,friend,self,417.37848581975436,1
P1,friend,self,539.4269042261542,0
P1,friend,self,485.5896956257333,1
P1,friend,self,395.88770413416137,1
P1,friend,self,549.9104157410309,1
P1,friend,self,472.61664459661836,1
P1,friend,self,511.1730877052329,1
P1,friend,self,378.15691212052707,1
P1,friend,self,363.53542206414085,1
P1,friend,self,345.22677838327525,1
P1,friend,self,451.50757519866386,1
P1,friend,self,600.33906696787,0
P1,friend,self,510.29409926127636,1
P1,friend,self,417.4048815823283,1
P1,friend,self,443.4534177861245,1
P1,friend,self,496.7455262144916,1
P1,friend,self,476.33161795035886,1
P1,friend,self,608.2042042237096,1
P1,friend,self,569.7904269818549,1
P1,friend,self,511.63327188834546,1
P1,friend,self,621.8653374008813,1
P1,friend,self,447.7862066029575,1
P1,friend,self,636.4329693970611,1
P1,friend,self,475.5448600275854,1
P1,friend,self,430.72724637413444,1
P1,friend,self,514.866850297962,1
P1,friend,self,614.1312246671871,1
P1,friend,self,452.4992353168949,0
P1,friend,self,358.43080557068913,1
P1,friend,self,518.8411568603817,1
P1,friend,self,557.3214019442794,0
P1,friend,self,527.385319399839,1
P1,friend,self,443.8307130036085,1
P1,friend,self,412.3083949154422,1
P1,friend,self,529.5334491438441,1
P1,friend,self,431.50888700253245,1
P1,friend,self,516.5271126243733,1
P1,friend,self,468.9802899728751,1
P1,friend,self,602.2343545854875,1
P1,friend,self,433.3403809159808,1
P1,friend,self,411.91776262025485,1
P1,friend,self,387.6162325357393,1
P1,friend,self,495.27101446566996,1
P1,friend,self,592.0070202258095,1
P1,friend,self,385.3192381112012,1
P1,friend,self,422.0396293801172,1
P1,friend,self,582.2078079093902,1
P1,friend,self,418.79333745202155,1
P1,friend,self,474.28810348151546,1
P1,friend,self,610.1147722263148,1
P1,friend,self,442.2604006847995,1
P1,friend,self,670.1423540413243,1
P1,friend,self,546.0717983087284,1
P1,friend,self,475.3856491514813,1
P1,friend,self,546.6479456519198,1
P1,friend,self,598.3330415779188,1
P1,friend,self,314.0532679050067,1
P1,friend,self,485.8476986642102,1
P1,friend,self,469.73351020362816,1
P1,friend,self,382.81736604909753,1
P1,friend,self,522.9687962147755,0
P1,friend,self,440.12853978690435,1
P1,friend,self,519.0880010764952,1
P1,friend,self,429.0095511639415,0
P1,friend,self,501.0785826814005,1
P1,friend,self,615.183125877141,1
P1,friend,self,626.5451627751531,1
P1,friend,self,446.9453816021372,1
P1,friend,self,393.09094789991286,1
P1,friend,self,425.9957735319953,1
P1,friend,self,584.5948712187028,0
P1,friend,self,468.60044392905667,1
P1,friend,self,383.9865978270635,1
P1,friend,self,488.54064422060884,1
P1,friend,self,459.1351457443579,1
P1,friend,self,527.8323641240074,1
P1,friend,self,418.0371678110757,1
P1,friend,self,580.8061838429281,1
P1,friend,self,461.10288670848877,1
P1,friend,self,400.700163544037,1
P1,friend,self,415.0829628729326,1
P1,friend,self,343.2225778015925,1
P1,friend,self,573.2138136729404,1
P1,friend,self,591.8711327034864,1
P1,friend,self,552.3399644866955,1
P1,friend,self,439.95277826403367,1
P1,friend,self,506.18442089704973,1
P1,friend,self,475.2685376914792,1
P1,friend,self,490.2509547401874,1
P1,friend,self,570.3795194582203,1
P1,friend,self,409.6655702312355,1
P1,friend,self,336.3865860251452,1
P1,friend,self,553.7585926510885,1
P1,friend,self,530.5700248521794,1
P1,friend,self,436.24811249429473,1
P1,friend,self,580.8130277292636,1
P1,friend,self,502.6582328911854,1
P1,friend,self,571.0614042438915,1
P1,friend,self,541.8938242843718,1
P1,friend,self,590.5929150730102,1
P1,friend,self,473.24816066198593,1
P1,friend,self,453.80529165343694,1
P1,friend,self,573.3835090308147,0
P1,friend,self,529.0019309998308,1
P1,friend,self,594.7150694155944,0
P1,friend,self,480.6169044197853,0
P1,friend,self,532.429966961663,1
P1,friend,self,336.83954770791195,1
P1,friend,self,567.7493924378833,1
P1,friend,self,331.5951856974866,1
P1,friend,self,561.1454987381403,1
P1,friend,self,560.0302160646845,1
P1,friend,self,489.8325761851112,1
P1,friend,self,525.7080925007621,1
P1,friend,self,461.9609163733348,1
P1,friend,self,560.896198815961,1
P1,friend,self,508.3690871921797,1
P1,friend,self,397.83136394646147,0
P1,friend,self,468.84245439025676,1
P1,friend,self,485.4727167577087,1
P1,friend,self,494.85085487008973,1
P1,friend,self,588.4073211235811,1
P1,friend,self,465.30925367262256,1
P1,friend,self,304.2838543333796,1
P1,friend,self,342.55200584553984,1
P1,friend,self,371.00964056031194,1
P1,friend,self,483.12632391368027,1
P1,friend,self,641.1421774010656,1
P1,friend,self,500.0854446228086,1
P1,friend,self,475.6238685488779,1
P1,friend,self,517.3970649194673,1
P1,friend,self,575.8487143737113,1
P1,friend,self,552.773420064485,1
P1,friend,self,332.0677359178028,1
P1,friend,self,508.0500980278134,1
P1,friend,self,426.341022865026,1
P1,friend,self,514.3125347144693,1
P1,friend,self,302.22019238778716,1
P1,friend,self,437.51810703371626,0
P1,friend,self,498.2985197242872,1
P1,friend,self,420.35248353869326,1
P1,friend,self,391.02697927673137,1
P1,friend,self,547.6883388663938,1
P1,friend,self,573.5426026835316,1
P1,friend,self,499.98252052400943,1
P1,friend,self,461.8679149300659,1
P1,friend,self,497.3530812089225,1
P1,friend,self,594.1633842115612,1
P1,friend,self,575.7796836635058,1
P1,friend,self,511.4997345876119,1
P1,friend,self,505.0728118528266,1
P1,friend,self,399.6907002812705,1
P1,friend,self,466.5355389394278,1
P1,friend,self,558.9427469678882,1
P1,friend,self,471.0343956064555,1
P1,friend,self,405.0922666611635,1
P1,friend,self,461.53457563510074,1
P1,friend,self,636.0055328116528,1
P1,friend,self,508.6998970471672,1
P1,friend,self,432.64995403209804,1
P1,friend,self,539.4517676353198,0
P1,friend,self,465.0881178202186,1
P1,friend,self,658.4727222660767,1
P1,friend,self,585.354630592147,1
P1,friend,friend,660.0198058927648,0
P1,friend,friend,493.8587577507131,1
P1,friend,friend,668.6674446222618,0
P1,friend,friend,607.1125205327536,1
P1,friend,friend,494.88218658159394,1
P1,friend,friend,653.6650922677309,1
P1,friend,friend,477.61865276876733,0
P1,friend,friend,613.434528724935,0
P1,friend,friend,556.7913117852361,1
P1,friend,friend,536.8392082139209,1
P1,friend,friend,598.2600627041311,1
P1,friend,friend,571.9078837358936,1
P1,friend,friend,563.3984287365706,1
P1,friend,friend,546.6267584883677,1
P1,friend,friend,621.3549293255257,1
P1,friend,friend,673.2148564338954,1
P1,friend,friend,460.2098910746963,0
P1,friend,friend,592.2676941594185,1
P1,friend,friend,536.2700295565957,1
P1,friend,friend,470.37721882523,1
P1,friend,friend,545.5906157660381,1
P1,friend,friend,511.2945376464153,1
P1,friend,friend,643.5337070167916,1
P1,friend,friend,514.3282007879741,1
P1,friend,friend,676.8754201146756,1
P1,friend,friend,597.491831562949,1
P1,friend,friend,577.3099930154017,0
P1,friend,friend,491.6108823613692,1
P1,friend,friend,428.6820968762834,1
P1,friend,friend,409.3083210486231,1
P1,friend,friend,487.2587321878296,0
P1,friend,friend,501.7189043189153,0
P1,friend,friend,561.5454804235288,1
P1,friend,friend,514.8828946809201,1
P1,friend,friend,479.7134511461869,0
P1,friend,friend,579.2094780869339,0
P1,friend,friend,599.9979347293972,0
P1,friend,friend,745.342330062778,1
P1,friend,friend,600.2822330581138,1
P1,friend,friend,724.0530635644523,1
P1,friend,friend,467.72225580380575,1
P1,friend,friend,539.7546978752694,0
P1,friend,friend,588.8877485353107,1
P1,friend,friend,472.9801981550597,1
P1,friend,friend,553.2954482050393,1
P1,friend,friend,570.7397015137055,1
P1,friend,friend,551.5251050846263,1
P1,friend,friend,593.1099926744322,1
P1,friend,friend,641.2669989083129,1
P1,friend,friend,580.7655715094016,0
P1,friend,friend,414.9207640550392,1
P1,friend,friend,381.10771218239506,1
P1,friend,friend,739.0933274606367,0
P1,friend,friend,604.6672874574506,1
P1,friend,friend,629.7623312413722,0
P1,friend,friend,599.4266751926467,1
P2,self,self,510.04083165129475,1
P2,self,self,639.5652970973454,1
P2,self,self,621.6345061103692,1
P2,self,self,501.14485807945306,0
P2,self,self,575.1278056234136,1
P2,self,self,471.4713529454473,1
P2,self,self,472.59714379681003,0
P2,self,self,482.5497209686765,1
P2,self,self,528.3184784084235,0
P2,self,self,442.4147621004639,1
P2,self,self,520.9051774296472,1
P2,self,self,537.7311152592688,1
P2,self,self,405.6317718668114,1
P2,self,self,697.529367786254,1
P2,self,self,438.7206612242438,0
P2,self,self,567.018759164861,1
P2,self,self,434.3332855775136,1
P2,self,self,518.4519088886464,0
P2,self,self,432.93185364881197,1
P2,self,self,378.8944292899956,0
P2,self,self,372.10851431478466,0
P2,self,self,537.5151811175904,1
P2,self,self,360.61339978800254,0
P2,self,self,416.64049822253344,1
P2,self,self,759.2836257117751,1
P2,self,self,506.53662365284794,1
P2,self,self,339.41018332518706,0
P2,self,self,536.4734379629889,1
P2,self,self,351.85076531439677,1
P2,self,self,615.9047106237193,0
P2,self,self,557.1969301590669,1
P2,self,self,530.7455987605935,0
P2,self,self,483.90329485507067,1
P2,self,self,466.7180227961716,1
P2,self,self,470.96492320892855,1
P2,self,self,574.7808200294162,1
P2,self,self,532.7820502876732,0
P2,self,self,370.1132503660507,1
P2,self,self,558.3788512143826,1
P2,self,self,542.6573525994546,1
P2,self,self,621.4432773539812,1
P2,self,self,572.7570113418635,1
P2,self,self,441.0108604918872,1
P2,self,self,569.4181712621114,1
P2,self,self,500.00094301622676,1
P2,self,self,454.46831064634,1
P2,self,self,492.6261063351286,0
P2,self,self,410.3775078156925,0
P2,self,self,632.4062152733354,1
P2,self,self,520.0670790196413,1
P2,self,self,620.1985743610816,0
P2,self,self,500.6564721977767,0
P2,self,self,649.3773521375108,1
P2,self,self,451.2730803010779,1
P2,self,self,385.19686602542174,0
P2,self,self,534.8257682936978,1
P2,self,friend,509.72474870985786,1
P2,self,friend,655.7177236389057,1
P2,self,friend,461.4766613120179,1
P2,self,friend,404.0632497353595,1
P2,self,friend,625.290452699264,0
P2,self,friend,474.555558037219,0
P2,self,friend,423.83956287039234,1
P2,self,friend,487.9225855886844,1
P2,self,friend,475.9059443754433,1
P2,self,friend,388.94100709439994,1
P2,self,friend,480.99387433423215,1
P2,self,friend,611.9483326808544,1
P2,self,friend,389.5307368970922,1
P2,self,friend,475.372362495627,1
P2,self,friend,336.11210174382154,1
P2,self,friend,539.375878055968,1
P2,self,friend,456.50077382626637,1
P2,self,friend,294.09497818482816,0
P2,self,friend,447.8480052385894,1
P2,self,friend,379.19802321070836,1
P2,self,friend,421.8482040314379,1
P2,self,friend,538.821318664304,1
P2,self,friend,583.3132780717182,0
P2,self,friend,495.9450240651186,1
P2,self,friend,272.97990358810813,1
P2,self,friend,465.22406839362213,1
P2,self,friend,527.5254115507926,1
P2,self,friend,324.1241233620875,1
P2,self,friend,445.9551309392674,1
P2,self,friend,494.994370527517,1
P2,self,friend,466.0514292704918,1
P2,self,friend,355.51222946961354,1
P2,self,friend,452.01641950270255,1
P2,self,friend,544.4192475256594,1
P2,self,friend,372.59409932733683,1
P2,self,friend,678.5386937247292,1
P2,self,friend,347.91165339922617,1
P2,self,friend,406.587210397317,1
P2,self,friend,424.50413675318646,1
P2,self,friend,504.6770514785892,1
P2,self,friend,645.0462157758656,1
P2,self,friend,558.1151896905055,1
P2,self,friend,561.6875147465066,1
P2,self,friend,557.2791027412451,1
P2,self,friend,433.62085268791503,1
P2,self,friend,573.3321230029352,1
P2,self,friend,408.11594100127934,1
P2,self,friend,395.04920656986303,1
P2,self,friend,418.44956001065424,1
P2,self,friend,330.5207089898934,1
P2,self,friend,570.1573892375303,0
P2,self,friend,452.51561563190705,1
P2,self,friend,343.25662224810003,1
P2,self,friend,453.41544760335415,1
P2,self,friend,469.31953742890624,1
P2,self,friend,393.46387899790693,1
P2,self,friend,518.7995800260491,1
P2,self,friend,624.4086559726641,1
P2,self,friend,531.3076065441228,1
P2,self,friend,351.4654666876746,1
P2,self,friend,703.3411032248982,1
P2,self,friend,534.6549199481584,1
P2,self,friend,422.7777456206665,0
P2,self,friend,501.2175649462158,1
P2,self,friend,454.97932048773356,1
P2,self,friend,553.7492103569891,1
P2,self,friend,440.45840131763885,1
P2,self,friend,460.4934553363158,1
P2,self,friend,602.376138884955,0
P2,self,friend,607.6132384834981,1
P2,self,friend,449.1519985909638,0
P2,self,friend,501.9070603719941,1
P2,self,friend,426.2835706682646,1
P2,self,friend,551.8646169422843,1
P2,self,friend,632.195679284174,0
P2,self,friend,534.0911422208193,1
P2,self,friend,538.0019671237832,1
P2,self,friend,552.5050040700446,1
P2,self,friend,476.9667128528309,1
P2,self,friend,599.0740962298919,1
P2,self,friend,715.1982784811621,1
P2,self,friend,523.9300967511394,1
P2,self,friend,406.5009058279081,1
P2,self,friend,533.782721537906,1
P2,self,friend,487.03364125706156,1
P2,self,friend,541.1278689160363,1
P2,self,friend,301.63094788896115,1
P2,self,friend,482.8287615069341,1
P2,self,friend,516.7509081432524,1
P2,self,friend,465.15394558030033,1
P2,self,friend,529.3816378289819,1
P2,self,friend,488.9408056021458,1
P2,self,friend,585.1098509431296,1
P2,self,friend,612.9490367705453,1
P2,self,friend,585.4121625645416,1
P2,self,friend,636.0504901308203,1
P2,self,friend,509.9651109706197,1
P2,self,friend,477.8500032241397,1
P2,self,friend,549.4766027845128,1
P2,self,friend,519.3454378210604,1
P2,self,friend,413.3445321805569,1
P2,self,friend,489.372078488829,1
P2,self,friend,527.1098032585919,1
P2,self,friend,464.8070490180129,1
P2,self,friend,377.46366453450673,1
P2,self,friend,406.52187566509315,1
P2,self,friend,408.9770986250039,1
P2,self,friend,474.9274692068195,1
P2,self,friend,565.3723660530345,1
P2,self,friend,375.3418741856934,1
P2,self,friend,377.5063925500589,1
P2,self,friend,460.3461560620984,1
P2,self,friend,431.61343798433165,0
P2,self,friend,473.3568244466758,1
P2,self,friend,525.0830235088066,1
P2,self,friend,541.7653205194147,1
P2,self,friend,370.09464857542196,1
P2,self,friend,496.8440222332062,1
P2,self,friend,656.3928479408347,1
P2,self,friend,436.4074892438735,1
P2,self,friend,547.7168079041719,1
P2,self,friend,481.01766058493075,1
P2,self,friend,507.6590794563363,0
P2,self,friend,394.3237841435127,1
P2,self,friend,375.34920725352595,1
P2,self,friend,437.44530762369345,1
P2,self,friend,519.7245544552884,1
P2,self,friend,459.1179840224666,1
P2,self,friend,561.9956675719105,1
P2,self,friend,635.4637225583399,1
P2,self,friend,513.6239861384362,1
P2,self,friend,489.55909457105247,1
P2,self,friend,500.74644338379267,1
P2,self,friend,392.74981364070646,1
P2,self,friend,474.3425096090434,1
P2,self,friend,461.04227534371125,1
P2,self,friend,650.9011044527131,1
P2,self,friend,595.4604004221104,1
P2,self,friend,582.7291299383568,1
P2,self,friend,367.5267629747439,1
P2,self,friend,534.2708844799548,1
P2,self,friend,478.040540569046,1
P2,self,friend,452.9556002103665,1
P2,self,friend,370.5764837652452,1
P2,self,friend,588.2202235840332,1
P2,self,friend,259.84354858610874,1
P2,self,friend,403.25881889591665,0
P2,self,friend,420.41598113104567,1
P2,self,friend,655.3926578938485,1
P2,self,friend,547.8139959070362,1
P2,self,friend,471.9077107231613,1
P2,self,friend,491.602114345742,1
P2,self,friend,535.1130302042421,1
P2,self,friend,336.0851428405255,1
P2,self,friend,417.5039450418375,1
P2,self,friend,539.4474375125443,1
P2,self,friend,489.31775076946207,1
P2,self,friend,410.5216492675522,1
P2,self,friend,400.6869749508262,1
P2,self,friend,587.5847957481858,1
P2,self,friend,398.86106576882406,1
P2,self,friend,585.4364687322118,1
P2,self,friend,387.8782822364079,1
P2,self,friend,626.9960534337995,1
P2,self,friend,573.4287496407914,1
P2,self,friend,490.49335668487925,1
P2,self,friend,427.6043526975431,1
P2,self,friend,530.3677001960243,0
P2,friend,self,372.2989206561041,1
P2,friend,self,442.40516086764507,1
P2,friend,self,528.8509101792971,1
P2,friend,self,544.2203233428365,1
P2,friend,self,479.4185515017315,1
P2,friend,self,566.0581088367926,1
P2,friend,self,490.51225152392124,1
P2,friend,self,491.1537076868431,1
P2,friend,self,641.7301034643497,1
P2,friend,self,286.5312832799937,1
P2,friend,self,491.38001863519406,1
P2,friend,self,592.6501217455449,0
P2,friend,self,472.8799398852702,0
P2,friend,self,493.8165101013286,0
P2,friend,self,470.7327375075551,1
P2,friend,self,523.7497634909518,1
P2,friend,self,457.95632087714245,1
P2,friend,self,394.6934787619,1
P2,friend,self,500.642758944915,1
P2,friend,self,419.84479458100367,1
P2,friend,self,508.60492005016056,1
P2,friend,self,598.0121987784983,1
P2,friend,self,517.4060737171214,1
P2,friend,self,580.0964055894494,1
P2,friend,self,325.52915017897044,1
P2,friend,self,445.0942073753861,1
P2,friend,self,590.3396011169342,1
P2,friend,self,499.44596435732046,1
P2,friend,self,415.55984886594393,1
P2,friend,self,398.5088059025352,1
P2,friend,self,381.8300036965902,1
P2,friend,self,678.0595691895182,1
P2,friend,self,620.391813324892,1
P2,friend,self,433.8973611409405,1
P2,friend,self,512.7704236028,1
P2,friend,self,521.1522774923851,0
P2,friend,self,547.5103551753033,1
P2,friend,self,346.12031637747884,1
P2,friend,self,578.2124482987982,1
P2,friend,self,462.32757604644905,1
P2,friend,self,434.6521242014027,1
P2,friend,self,616.0151581130541,1
P2,friend,self,423.64903614099444,1
P2,friend,self,419.808806905525,1
P2,friend,self,414.2317730943987,1
P2,friend,self,425.4864465971946,1
P2,friend,self,548.2704832065509,1
P2,friend,self,492.4967064175317,1
P2,friend,self,505.41687028091536,1
P2,friend,self,499.0378034623926,1
P2,friend,self,531.2296253124356,1
P2,friend,self,397.31928449850335,1
P2,friend,self,555.9070755975498,1
P2,friend,self,423.6124570441901,1
P2,friend,self,549.170651048156,1
P2,friend,self,442.72968546474624,1
P2,friend,self,481.0999878542954,1
P2,friend,self,463.86490680527675,1
P2,friend,self,333.59073313776065,1
P2,friend,self,395.0356110431418,1
P2,friend,self,415.8054851100271,1
P2,friend,self,549.2338879586599,1
P2,friend,self,553.8219025410372,1
P2,friend,self,460.7461233876195,1
P2,friend,self,605.2754988246144,1
P2,friend,self,432.4832222886855,1
P2,friend,self,366.78022262263903,1
P2,friend,self,326.94552838138884,1
P2,friend,self,516.8740457243676,1
P2,friend,self,255.18612833294705,0
P2,friend,self,494.71438704224573,1
P2,friend,self,373.9758077047526,1
P2,friend,self,500.10292533406266,1
P2,friend,self,408.039169931508,1
P2,friend,self,347.3347842126384,1
P2,friend,self,609.4755496793027,1
P2,friend,self,411.85660394170543,1
P2,friend,self,460.026246033287,1
P2,friend,self,426.4050584906858,1
P2,friend,self,507.72445439660527,1
P2,friend,self,566.5157064331464,1
P2,friend,self,453.73511606692125,1
P2,friend,self,558.1129901041543,1
P2,friend,self,550.6871205782406,1
P2,friend,self,526.7849882491698,1
P2,friend,self,522.273636912102,0
P2,friend,self,448.8947842508137,1
P2,friend,self,532.162848746707,1
P2,friend,self,428.9777720730099,1
P2,friend,self,617.3109377805479,1
P2,friend,self,514.9033289379173,1
P2,friend,self,510.40292583300726,1
P2,friend,self,520.8813222792237,1
P2,friend,self,535.9996856465436,1
P2,friend,self,464.04098874784677,1
P2,friend,self,542.8765166758918,1
P2,friend,self,587.1462901803857,1
P2,friend,self,527.5362643699518,1
P2,friend,self,551.2350632394046,1
P2,friend,self,643.0992880176133,1
P2,friend,self,382.06300900612814,1
P2,friend,self,426.26112664779697,1
P2,friend,self,547.1632642016981,1
P2,friend,self,616.2341045082994,1
P2,friend,self,548.66671495021,1
P2,friend,self,488.5724302698856,1
P2,friend,self,429.00620394076,1
P2,friend,self,477.48484287986156,1
P2,friend,self,616.998462895864,1
P2,friend,self,534.0728228266544,1
